tick,S,K,moneyness_SK,moneyness_KS,T,r,true_iv,fpga_iv,abs_err,true_delta,fpga_delta,delta_err,true_vega,fpga_vega,vega_err,true_gamma,fpga_gamma,gamma_err,is_liquid
5827,47.6516,48.6329,0.9798,1.0206,0.8004,0.0395,0.162244,0.162249,0.000005,0.559673,0.559654,0.000018,16.817421,16.817454,0.000033,0.057030,0.056989,0.000041,1
5828,69.9014,88.2735,0.7919,1.2628,0.4940,0.0441,0.176637,0.298383,0.121746,0.050298,0.057237,0.006940,5.091202,5.757398,0.666196,0.011941,0.010775,0.001166,0
5829,69.4748,63.4000,1.0958,0.9126,0.8077,0.0515,0.291935,0.291984,0.000048,0.738462,0.742660,0.004198,20.314573,20.145052,0.169521,0.017849,0.017699,0.000150,1
5830,59.8962,60.4720,0.9905,1.0096,0.4999,0.0534,0.404988,0.405129,0.000141,0.580408,0.580400,0.000008,16.550635,16.550583,0.000052,0.022786,0.022779,0.000007,1
5831,39.5361,31.3662,1.2605,0.7934,0.2355,0.0414,0.254093,0.321875,0.067783,0.978204,0.936203,0.042001,0.999150,2.427872,1.428722,0.010681,0.019598,0.008917,0
5832,42.1784,43.4858,0.9699,1.0310,0.8536,0.0483,0.199574,0.199695,0.000121,0.559774,0.559768,0.000006,15.371869,15.371826,0.000043,0.050718,0.050688,0.000031,1
5833,51.5262,57.7048,0.8929,1.1199,0.6146,0.0243,0.231155,0.231156,0.000001,0.325717,0.325975,0.000258,14.552163,14.556613,0.004450,0.038579,0.038590,0.000011,1
5834,27.3428,34.3271,0.7965,1.2554,1.3263,0.0475,0.361652,0.361681,0.000029,0.426013,0.427000,0.000987,12.345843,12.351522,0.005680,0.034427,0.034435,0.000008,0
5835,37.7984,33.1473,1.1403,0.8769,1.1204,0.0362,0.208937,0.209028,0.000090,0.812665,0.812115,0.000550,10.763104,10.782708,0.019603,0.032180,0.032187,0.000006,1
5836,71.0422,85.6119,0.8298,1.2051,0.6028,0.0447,0.176222,0.190613,0.014391,0.136057,0.099136,0.036921,12.039372,9.635337,2.404035,0.022458,0.016710,0.005748,0
5837,40.6751,35.8585,1.1343,0.8816,1.3481,0.0387,0.152991,0.153511,0.000520,0.862670,0.861658,0.001013,10.374636,10.429692,0.055056,0.030404,0.030465,0.000061,1
5838,20.4230,19.7131,1.0360,0.9652,1.4958,0.0562,0.348175,0.348285,0.000110,0.689194,0.689177,0.000017,8.822044,8.822088,0.000045,0.040612,0.040614,0.000002,1
5839,47.4007,61.3141,0.7731,1.2935,1.4472,0.0567,0.220339,0.220419,0.000080,0.298392,0.300392,0.002001,19.778366,19.837999,0.059632,0.027605,0.027675,0.000069,0
5840,49.1531,49.1773,0.9995,1.0005,0.1978,0.0585,0.416695,0.416914,0.000219,0.560579,0.560566,0.000012,8.621342,8.621339,0.000003,0.043285,0.043263,0.000022,1
5841,46.6884,59.7325,0.7816,1.2794,1.2757,0.0554,0.274918,0.274967,0.000049,0.340695,0.342228,0.001533,19.337294,19.370010,0.032715,0.025294,0.025331,0.000038,0
5842,45.0148,38.3679,1.1732,0.8523,0.3139,0.0517,0.418160,0.418261,0.000101,0.807401,0.806886,0.000516,6.901000,6.912293,0.011293,0.025947,0.025976,0.000029,0
5843,65.3383,69.1824,0.9444,1.0588,0.3569,0.0562,0.292448,0.292486,0.000038,0.450256,0.443736,0.006520,15.451267,15.417283,0.033984,0.034675,0.034595,0.000080,1
5844,31.7429,32.8740,0.9656,1.0356,0.9192,0.0521,0.480796,0.480914,0.000118,0.601978,0.601982,0.000004,11.742518,11.742367,0.000151,0.026368,0.026362,0.000007,1
5845,42.4476,42.2136,1.0055,0.9945,0.2173,0.0434,0.312322,0.312317,0.000005,0.569692,0.569674,0.000019,7.773617,7.773634,0.000017,0.063563,0.063563,0.000000,1
5846,24.0193,32.3319,0.7429,1.3461,1.1198,0.0206,0.178907,0.189839,0.010932,0.088000,0.107706,0.019706,4.059040,4.712936,0.653895,0.035119,0.038115,0.002996,0
5847,53.6686,51.7367,1.0373,0.9640,1.2248,0.0294,0.273466,0.273472,0.000006,0.652262,0.652219,0.000042,21.948246,21.948901,0.000655,0.022750,0.022736,0.000014,1
5848,79.0625,97.5470,0.8105,1.2338,0.1352,0.0562,0.300310,0.370605,0.070296,0.037685,0.131967,0.094282,2.386824,6.217428,3.830604,0.009401,0.011850,0.002449,0
5849,66.4205,57.0456,1.1643,0.8589,0.4116,0.0512,0.206142,0.212304,0.006163,0.915599,0.908442,0.007157,6.595508,7.026095,0.430587,0.017622,0.018211,0.000590,0
5850,47.4410,43.9425,1.0796,0.9263,1.1544,0.0379,0.437570,0.437581,0.000011,0.688282,0.688247,0.000034,18.026091,18.026615,0.000525,0.015855,0.015875,0.000020,1
5851,46.2398,45.1848,1.0233,0.9772,0.8248,0.0457,0.493028,0.493143,0.000114,0.640399,0.640374,0.000025,15.704414,15.704575,0.000161,0.018063,0.018067,0.000004,1
5852,67.0650,82.9237,0.8088,1.2365,0.8975,0.0321,0.152063,0.164506,0.012443,0.114799,0.096059,0.018740,12.316803,10.848500,1.468303,0.020066,0.016135,0.003931,0
5853,62.2602,50.2165,1.2398,0.8066,1.1829,0.0485,0.510607,0.510661,0.000055,0.778759,0.778294,0.000465,20.114564,20.138349,0.023785,0.008591,0.008601,0.000009,0
5854,55.4064,55.6928,0.9949,1.0052,0.9435,0.0269,0.229263,0.229366,0.000103,0.580186,0.580171,0.000015,21.035665,21.035676,0.000010,0.031677,0.031664,0.000013,1
5855,53.5185,64.8796,0.8249,1.2123,0.4918,0.0375,0.165918,0.179242,0.013323,0.075276,0.093129,0.017853,5.327911,6.266106,0.938194,0.022795,0.024986,0.002191,0
5856,23.2246,31.0622,0.7477,1.3375,0.2102,0.0421,0.194374,0.300000,0.105626,0.000908,0.000000,0.000908,0.032813,0.000000,0.032813,0.001489,0.000000,0.001489,0
5857,34.9327,40.0551,0.8721,1.1466,1.2794,0.0309,0.503587,0.503677,0.000090,0.545341,0.545379,0.000038,15.661098,15.660878,0.000220,0.019920,0.019930,0.000010,1
5858,65.9865,55.5197,1.1885,0.8414,0.6899,0.0344,0.439865,0.439875,0.000010,0.764365,0.763986,0.000379,16.867542,16.882131,0.014589,0.012766,0.012777,0.000011,0
5859,59.8688,63.5573,0.9420,1.0616,0.3018,0.0445,0.524780,0.524773,0.000007,0.493365,0.493461,0.000096,13.118230,13.118299,0.000069,0.023113,0.023103,0.000010,1
5860,74.3327,66.7152,1.1142,0.8975,0.8189,0.0444,0.479136,0.479293,0.000157,0.708858,0.717389,0.008532,23.067300,22.743987,0.323313,0.010641,0.010487,0.000153,1
5861,52.7567,43.7652,1.2054,0.8296,1.0485,0.0586,0.282194,0.282537,0.000343,0.842231,0.841457,0.000775,13.023592,13.066857,0.043265,0.015814,0.015844,0.000029,0
5862,49.6896,65.5795,0.7577,1.3198,0.8682,0.0238,0.235647,0.238450,0.002803,0.144657,0.149733,0.005077,10.535664,10.783860,0.248196,0.020858,0.021121,0.000263,0
5863,77.6745,96.2576,0.8069,1.2392,0.9859,0.0341,0.244143,0.254647,0.010503,0.266049,0.187343,0.078706,25.312201,20.748157,4.564044,0.017430,0.013686,0.003744,0
5864,23.1623,31.2323,0.7416,1.3484,1.0597,0.0479,0.152271,0.168330,0.016059,0.066178,0.094526,0.028348,3.065580,4.023950,0.958371,0.035413,0.041641,0.006228,0
5865,74.6934,84.3552,0.8855,1.1294,0.1208,0.0398,0.505980,0.512605,0.006625,0.282112,0.232398,0.049714,8.769473,7.927338,0.842135,0.025724,0.022942,0.002781,1
5866,22.5159,24.3649,0.9241,1.0821,1.1163,0.0558,0.312651,0.312784,0.000132,0.545703,0.545761,0.000058,9.428279,9.428090,0.000189,0.053285,0.053266,0.000018,1
5867,72.6609,89.5075,0.8118,1.2319,1.2001,0.0407,0.518444,0.520799,0.002355,0.501098,0.463885,0.037213,31.755518,31.625364,0.130154,0.009667,0.009586,0.000081,0
5868,40.8838,38.6776,1.0570,0.9460,0.6162,0.0237,0.355011,0.355007,0.000004,0.652063,0.652001,0.000062,11.861708,11.862309,0.000600,0.032439,0.032420,0.000019,1
5869,32.3032,35.9379,0.8989,1.1125,0.9693,0.0506,0.450314,0.450429,0.000115,0.536524,0.536590,0.000066,12.634286,12.634066,0.000220,0.027740,0.027740,0.000001,1
5870,59.4549,61.9901,0.9591,1.0426,0.6172,0.0202,0.377888,0.378010,0.000122,0.519833,0.519847,0.000015,18.611779,18.611739,0.000041,0.022573,0.022567,0.000006,1
5871,24.8213,27.4127,0.9055,1.1044,0.8675,0.0239,0.156384,0.156386,0.000002,0.320464,0.321914,0.001450,8.272576,8.287991,0.015415,0.098972,0.098599,0.000374,1
5872,32.0872,31.5114,1.0183,0.9821,0.5247,0.0300,0.338348,0.338344,0.000004,0.602853,0.602832,0.000021,8.962931,8.962968,0.000037,0.049032,0.049015,0.000017,1
5873,25.7241,26.1543,0.9835,1.0167,1.4142,0.0424,0.432382,0.432494,0.000112,0.633582,0.633573,0.000009,11.513385,11.513326,0.000059,0.028454,0.028450,0.000004,1
5874,20.2509,15.6521,1.2938,0.7729,1.0644,0.0270,0.475242,0.475280,0.000038,0.796490,0.795642,0.000849,5.910344,5.924964,0.014620,0.028492,0.028559,0.000068,0
5875,59.2883,50.7934,1.1672,0.8567,1.0122,0.0285,0.454233,0.454235,0.000002,0.735627,0.735409,0.000218,19.514057,19.521822,0.007765,0.012074,0.012083,0.000008,0
5876,59.2993,48.2236,1.2297,0.8132,0.2732,0.0254,0.503294,0.503547,0.000253,0.827363,0.826501,0.000861,7.921090,7.946568,0.025479,0.016382,0.016425,0.000043,0
5877,43.0335,56.3784,0.7633,1.3101,0.4412,0.0484,0.472422,0.472639,0.000217,0.262430,0.264304,0.001874,9.316221,9.349920,0.033699,0.024135,0.024210,0.000074,0
5878,69.3924,96.4926,0.7191,1.3905,1.4048,0.0220,0.368281,0.376284,0.008004,0.320553,0.255656,0.064896,29.434102,26.445639,2.988463,0.011815,0.010387,0.001427,0
5879,71.5421,98.6398,0.7253,1.3788,1.0039,0.0446,0.210512,0.340346,0.129834,0.114100,0.061028,0.053071,13.836011,8.786020,5.049991,0.012791,0.007663,0.005128,0
5880,43.8777,31.4961,1.3931,0.7178,1.1376,0.0279,0.279508,0.284685,0.005177,0.914289,0.908974,0.005315,7.327930,7.684021,0.356091,0.011970,0.012346,0.000376,0
5881,22.4024,21.3644,1.0486,0.9537,0.4022,0.0597,0.452499,0.452498,0.000001,0.652649,0.652587,0.000062,5.247510,5.247777,0.000267,0.057458,0.057410,0.000048,1
5882,42.1216,52.0514,0.8092,1.2357,0.8546,0.0532,0.192677,0.192975,0.000298,0.199359,0.201259,0.001900,10.880336,10.942437,0.062101,0.037243,0.037372,0.000129,0
5883,41.3379,37.2306,1.1103,0.9006,0.4320,0.0330,0.244620,0.244664,0.000045,0.793868,0.792833,0.001034,7.744822,7.767726,0.022904,0.042890,0.042824,0.000067,1
5884,50.1309,57.0835,0.8782,1.1387,0.3985,0.0560,0.154590,0.155576,0.000986,0.146117,0.149265,0.003148,7.250014,7.355485,0.105472,0.046831,0.047043,0.000212,1
5885,26.3887,22.1269,1.1926,0.8385,0.5666,0.0433,0.435543,0.435570,0.000027,0.781147,0.780709,0.000438,5.863668,5.870311,0.006643,0.034123,0.034159,0.000036,0
5886,58.3947,62.5152,0.9341,1.0706,0.7782,0.0348,0.190638,0.190640,0.000001,0.436278,0.436360,0.000082,20.287962,20.288526,0.000564,0.040105,0.040106,0.000001,1
5887,39.7192,31.1763,1.2740,0.7849,0.9273,0.0333,0.181837,0.201044,0.019207,0.950210,0.931715,0.018494,3.931562,5.085148,1.153587,0.014780,0.017407,0.002627,0
5888,29.5712,36.1399,0.8182,1.2221,0.9831,0.0271,0.166773,0.167504,0.000731,0.166128,0.169051,0.002923,7.310404,7.393406,0.083002,0.050989,0.051231,0.000242,0
5889,27.7548,33.8536,0.8198,1.2197,1.4938,0.0321,0.406966,0.406974,0.000008,0.478414,0.478960,0.000546,13.513000,13.513983,0.000983,0.028856,0.028858,0.000001,0
5890,76.6362,67.8168,1.1300,0.8849,0.9281,0.0343,0.339837,0.340223,0.000386,0.737100,0.752202,0.015102,24.084210,23.350278,0.733931,0.013002,0.012591,0.000411,1
5891,43.4785,54.6802,0.7951,1.2576,1.1509,0.0588,0.467209,0.467247,0.000038,0.471419,0.472251,0.000832,18.560622,18.563342,0.002720,0.018259,0.018260,0.000001,0
5892,32.1458,42.1795,0.7621,1.3121,0.1749,0.0497,0.173218,0.300000,0.126782,0.000163,0.000000,0.000163,0.008399,0.000000,0.008399,0.000268,0.000000,0.000268,0
5893,36.1797,44.0958,0.8205,1.2188,1.1931,0.0392,0.501524,0.501532,0.000007,0.499271,0.499803,0.000532,15.765394,15.765453,0.000060,0.020129,0.020125,0.000004,0
5894,69.1726,58.3630,1.1852,0.8437,0.2361,0.0501,0.489415,0.489552,0.000137,0.811449,0.810905,0.000544,9.077639,9.093838,0.016199,0.016420,0.016444,0.000024,0
5895,61.4747,56.8598,1.0812,0.9249,1.2686,0.0579,0.370893,0.370977,0.000084,0.716205,0.716109,0.000096,23.459525,23.462822,0.003297,0.013193,0.013183,0.000011,1
5896,61.3446,68.0348,0.9017,1.1091,0.1356,0.0475,0.206838,0.212325,0.005487,0.108159,0.110950,0.002791,4.196274,4.278035,0.081761,0.039760,0.039737,0.000023,1
5897,65.2577,72.8556,0.8957,1.1164,1.1418,0.0470,0.177699,0.177898,0.000200,0.419801,0.402392,0.017409,27.254520,26.981438,0.273081,0.031543,0.031199,0.000344,1
5898,71.2308,75.4870,0.9436,1.0598,0.4519,0.0243,0.215456,0.215818,0.000362,0.400375,0.378175,0.022201,18.503919,18.204724,0.299195,0.037457,0.036810,0.000648,1
5899,27.1358,26.3956,1.0280,0.9727,0.3291,0.0439,0.547424,0.547592,0.000168,0.614497,0.614479,0.000019,5.952769,5.952787,0.000018,0.044873,0.044868,0.000005,1
5900,40.0507,38.1555,1.0497,0.9527,1.0835,0.0283,0.233645,0.233649,0.000004,0.672631,0.672600,0.000031,15.049115,15.049435,0.000320,0.037060,0.037060,0.000000,1
5901,69.1214,55.8331,1.2380,0.8078,0.3291,0.0226,0.202394,0.268401,0.066007,0.975054,0.943058,0.031996,2.313460,4.630571,2.317111,0.007269,0.011975,0.004706,0
5902,45.3572,37.4747,1.2103,0.8262,0.4215,0.0582,0.208644,0.233200,0.024555,0.951346,0.931228,0.020118,2.971522,3.935344,0.963822,0.016425,0.019619,0.003194,0
5903,21.5784,27.9528,0.7720,1.2954,1.4661,0.0337,0.511290,0.511301,0.000011,0.488555,0.489505,0.000950,10.419073,10.419765,0.000693,0.029851,0.029853,0.000001,0
5904,23.9991,17.7176,1.3545,0.7383,0.2705,0.0571,0.423629,0.451394,0.027765,0.940329,0.926970,0.013359,1.480531,1.743398,0.262867,0.022431,0.024857,0.002426,0
5905,68.1234,50.5272,1.3483,0.7417,0.9953,0.0512,0.308171,0.311469,0.003298,0.901740,0.898211,0.003529,11.775140,12.101156,0.326015,0.008272,0.008418,0.000146,0
5906,73.1425,80.0286,0.9140,1.0941,0.2995,0.0560,0.406233,0.407484,0.001251,0.413703,0.383580,0.030123,15.594715,15.284733,0.309983,0.023956,0.023428,0.000528,1
5907,41.6602,56.2862,0.7401,1.3511,1.3413,0.0584,0.391475,0.391538,0.000064,0.395828,0.398062,0.002233,18.588504,18.616474,0.027970,0.020397,0.020405,0.000008,0
5908,49.7372,55.9913,0.8883,1.1257,1.0033,0.0476,0.447140,0.447251,0.000111,0.526379,0.526477,0.000098,19.831647,19.831303,0.000344,0.017870,0.017870,0.000000,1
5909,52.8776,43.1640,1.2250,0.8163,1.4338,0.0578,0.385664,0.385848,0.000184,0.802294,0.801800,0.000494,17.603434,17.629945,0.026511,0.011385,0.011397,0.000012,0
5910,36.1229,37.1315,0.9728,1.0279,0.6897,0.0442,0.281181,0.281304,0.000123,0.551504,0.551417,0.000087,11.868562,11.868851,0.000290,0.046898,0.046980,0.000082,1
5911,57.3821,79.7760,0.7193,1.3903,1.1489,0.0445,0.527490,0.527865,0.000375,0.416946,0.403150,0.013796,24.003454,23.810242,0.193212,0.012029,0.011924,0.000105,0
5912,53.9451,45.8897,1.1755,0.8507,0.2512,0.0297,0.509862,0.509901,0.000039,0.785189,0.784688,0.000501,7.895417,7.905971,0.010555,0.021187,0.021204,0.000017,0
5913,66.1110,49.7210,1.3296,0.7521,0.9268,0.0490,0.473740,0.473929,0.000188,0.829554,0.828344,0.001210,16.133003,16.206919,0.073916,0.008407,0.008439,0.000032,0
5914,77.7532,64.0912,1.2132,0.8243,0.6063,0.0305,0.500841,0.501523,0.000682,0.769713,0.784984,0.015271,18.397201,17.691170,0.706031,0.010021,0.009622,0.000399,0
5915,53.0021,39.9786,1.3258,0.7543,0.1981,0.0290,0.269071,0.420449,0.151378,0.993095,0.942950,0.050145,0.454252,2.758511,2.304259,0.003033,0.011857,0.008824,0
5916,31.0050,34.0180,0.9114,1.0972,1.0850,0.0478,0.238272,0.238292,0.000020,0.483867,0.484086,0.000219,12.873648,12.873935,0.000286,0.051801,0.051760,0.000041,1
5917,51.6233,47.2462,1.0926,0.9152,0.5812,0.0270,0.209633,0.209646,0.000013,0.768032,0.767826,0.000206,12.007512,12.013206,0.005694,0.036979,0.036980,0.000001,1
5918,48.2797,44.8379,1.0768,0.9287,0.2513,0.0512,0.167566,0.168177,0.000611,0.858940,0.857973,0.000967,5.414498,5.440894,0.026396,0.055165,0.055247,0.000082,1
5919,76.2297,60.3047,1.2641,0.7911,0.9955,0.0290,0.342633,0.343153,0.000520,0.826639,0.837072,0.010433,19.489321,18.727738,0.761584,0.009832,0.009439,0.000393,0
5920,25.6838,24.1776,1.0623,0.9414,0.2905,0.0283,0.528637,0.528630,0.000007,0.649297,0.649228,0.000069,5.130945,5.131235,0.000289,0.050654,0.050618,0.000037,1
5921,49.8160,40.4647,1.2311,0.8123,1.3348,0.0246,0.201955,0.202782,0.000827,0.874558,0.872860,0.001698,11.876842,11.994330,0.117488,0.017754,0.017852,0.000098,0
5922,64.4575,47.2767,1.3634,0.7335,1.3000,0.0316,0.454013,0.454143,0.000130,0.825614,0.824308,0.001307,18.902714,18.993111,0.090397,0.007708,0.007742,0.000034,0
5923,49.8837,69.0678,0.7222,1.3846,0.8422,0.0271,0.546265,0.546321,0.000057,0.362064,0.364242,0.002179,17.160263,17.194946,0.034683,0.014990,0.015018,0.000029,0
5924,67.8085,76.3001,0.8887,1.1252,0.2003,0.0496,0.471543,0.472666,0.001123,0.342179,0.317503,0.024676,11.146139,10.816132,0.330008,0.025669,0.024857,0.000811,1
5925,29.0768,35.7258,0.8139,1.2287,1.1009,0.0556,0.388691,0.388719,0.000028,0.440003,0.440747,0.000744,12.032978,12.036325,0.003347,0.033262,0.033267,0.000006,0
5926,25.8962,23.1024,1.1209,0.8921,0.8900,0.0263,0.445260,0.445258,0.000003,0.704540,0.704433,0.000107,8.435387,8.436626,0.001239,0.031742,0.031753,0.000012,1
5927,30.3861,22.6315,1.3426,0.7448,0.2679,0.0327,0.336395,0.392799,0.056404,0.966357,0.934988,0.031370,1.176339,2.017367,0.841028,0.014139,0.020115,0.005976,0
5928,65.8016,57.2618,1.1491,0.8702,0.6877,0.0338,0.464951,0.464951,0.000000,0.730282,0.730063,0.000219,18.032515,18.039437,0.006922,0.013026,0.013029,0.000003,1
5929,52.4693,48.9194,1.0726,0.9323,0.7207,0.0295,0.242911,0.242911,0.000000,0.707423,0.707359,0.000064,15.310667,15.311918,0.001251,0.031767,0.031769,0.000002,1
5930,40.0214,45.4026,0.8815,1.1345,1.4061,0.0255,0.400655,0.400739,0.000084,0.518876,0.519078,0.000202,18.911316,18.910857,0.000459,0.020958,0.020948,0.000011,1
5931,67.4697,51.0080,1.3227,0.7560,0.5189,0.0434,0.468247,0.468895,0.000648,0.856476,0.854879,0.001596,11.001581,11.086160,0.084579,0.009946,0.010006,0.000060,0
5932,65.9774,52.1053,1.2662,0.7897,0.7663,0.0546,0.427853,0.428014,0.000162,0.823630,0.822751,0.000879,14.961829,15.009368,0.047539,0.010483,0.010510,0.000027,0
5933,69.0518,63.1792,1.0930,0.9150,1.0920,0.0224,0.288664,0.288677,0.000013,0.700700,0.703987,0.003287,25.062484,24.935985,0.126499,0.016675,0.016590,0.000085,1
5934,77.4053,94.1613,0.8221,1.2165,1.4558,0.0533,0.247586,0.253124,0.005538,0.402481,0.326476,0.076005,36.140000,33.675503,2.464497,0.016735,0.015235,0.001500,0
5935,49.4607,45.9379,1.0767,0.9288,0.8192,0.0238,0.452707,0.452702,0.000005,0.667391,0.667351,0.000041,16.263224,16.263747,0.000522,0.017926,0.017936,0.000011,1
5936,54.4359,44.0941,1.2345,0.8100,0.7399,0.0379,0.227309,0.231175,0.003866,0.906362,0.901274,0.005088,7.830385,8.155518,0.325133,0.015712,0.016042,0.000331,0
5937,29.2270,23.1524,1.2624,0.7922,1.1418,0.0358,0.189479,0.197225,0.007746,0.927006,0.918521,0.008485,4.330267,4.727920,0.397653,0.023431,0.024679,0.001248,0
5938,29.4430,32.0791,0.9178,1.0895,1.3285,0.0252,0.519823,0.519908,0.000084,0.584034,0.583976,0.000058,13.236891,13.237207,0.000316,0.022111,0.022123,0.000011,1
5939,68.5409,51.6656,1.3266,0.7538,1.2230,0.0465,0.392170,0.392454,0.000284,0.841265,0.840018,0.001247,18.346902,18.442915,0.096013,0.008143,0.008177,0.000035,0
5940,68.4603,86.1890,0.7943,1.2590,0.7446,0.0516,0.431185,0.434445,0.003260,0.370824,0.326753,0.044071,22.320924,21.308264,1.012660,0.014833,0.014053,0.000781,0
5941,33.5008,34.6709,0.9663,1.0349,1.4140,0.0344,0.472092,0.472187,0.000095,0.620248,0.620252,0.000004,15.164626,15.164394,0.000232,0.020242,0.020238,0.000004,1
5942,50.2023,46.3629,1.0828,0.9235,0.9326,0.0494,0.352863,0.352884,0.000021,0.705071,0.705009,0.000061,16.726163,16.727432,0.001269,0.020166,0.020167,0.000000,1
5943,70.3244,84.6552,0.8307,1.2038,0.7782,0.0345,0.357648,0.360188,0.002540,0.365075,0.322378,0.042697,23.319742,22.253107,1.066635,0.016942,0.016050,0.000893,0
5944,34.2772,31.9405,1.0732,0.9318,0.6292,0.0412,0.499266,0.499264,0.000002,0.670687,0.670651,0.000036,9.838049,9.838319,0.000270,0.026657,0.026667,0.000011,1
5945,73.9848,92.7568,0.7976,1.2537,0.5381,0.0333,0.347699,0.359197,0.011499,0.245493,0.180740,0.064753,17.079099,14.277545,2.801554,0.016678,0.013488,0.003190,0
5946,74.3071,94.2070,0.7888,1.2678,1.1046,0.0401,0.548840,0.553152,0.004311,0.481611,0.433347,0.048264,31.123174,30.720240,0.402934,0.009298,0.009105,0.000192,0
5947,42.1619,58.2062,0.7244,1.3805,1.0192,0.0468,0.269974,0.270887,0.000912,0.191605,0.195450,0.003844,11.610175,11.751703,0.141528,0.023737,0.023947,0.000210,0
5948,38.0602,37.8261,1.0062,0.9938,1.2155,0.0467,0.525060,0.525175,0.000115,0.654771,0.654744,0.000027,15.463921,15.464132,0.000211,0.016727,0.016730,0.000003,1
5949,38.0731,45.9837,0.8280,1.2078,0.5505,0.0274,0.293547,0.293661,0.000115,0.245543,0.246477,0.000935,8.890935,8.908882,0.017947,0.037956,0.038017,0.000062,0
5950,72.7744,86.2208,0.8440,1.1848,0.2819,0.0474,0.323418,0.333264,0.009846,0.205063,0.152775,0.052287,10.980861,9.121245,1.859616,0.022739,0.018355,0.004384,0
5951,44.5277,60.2917,0.7385,1.3540,0.3073,0.0281,0.247232,0.346818,0.099586,0.018772,0.078986,0.060214,1.132525,3.652394,2.519868,0.007518,0.017280,0.009762,0
5952,27.0479,22.4011,1.2074,0.8282,0.6839,0.0372,0.440976,0.440998,0.000022,0.779041,0.778564,0.000478,6.639769,6.647858,0.008088,0.030092,0.030127,0.000035,0
5953,73.6497,78.1118,0.9429,1.0606,1.3347,0.0525,0.257022,0.257336,0.000314,0.573915,0.559531,0.014383,33.360394,33.565886,0.205492,0.017928,0.018016,0.000088,1
5954,58.6456,55.1376,1.0636,0.9402,0.2365,0.0507,0.547327,0.547320,0.000006,0.659053,0.658942,0.000110,10.460426,10.461549,0.001123,0.023500,0.023472,0.000027,1
5955,79.8590,71.0952,1.1233,0.8903,0.2386,0.0454,0.381196,0.383519,0.002323,0.780988,0.811105,0.030117,11.520402,10.547755,0.972647,0.019861,0.018065,0.001796,1
5956,67.6620,66.9768,1.0102,0.9899,0.1271,0.0399,0.399153,0.399150,0.000003,0.570754,0.572192,0.001438,9.472781,9.466470,0.006311,0.040775,0.040750,0.000025,1
5957,65.1515,81.7310,0.7971,1.2545,0.1502,0.0509,0.544983,0.556899,0.011916,0.175776,0.145111,0.030665,6.527145,5.759203,0.767942,0.018785,0.016236,0.002549,0
5958,24.2958,19.0697,1.2741,0.7849,0.2599,0.0226,0.494713,0.496009,0.001296,0.866444,0.863674,0.002770,2.669358,2.708048,0.038689,0.035174,0.035375,0.000201,0
5959,63.2362,57.8623,1.0929,0.9150,1.2366,0.0498,0.305193,0.305248,0.000055,0.729975,0.729887,0.000088,23.252109,23.255379,0.003270,0.015407,0.015407,0.000001,1
5960,37.4816,28.9964,1.2926,0.7736,0.8158,0.0597,0.240750,0.253450,0.012700,0.934868,0.923161,0.011707,4.299213,4.908604,0.609391,0.015582,0.016855,0.001273,0
5961,59.9567,79.4487,0.7547,1.3251,0.3195,0.0319,0.260697,0.308372,0.047676,0.038588,0.130967,0.092379,2.836397,7.209280,4.372883,0.009472,0.014961,0.005489,0
5962,22.3017,22.5652,0.9883,1.0118,0.4956,0.0477,0.511303,0.511440,0.000138,0.584364,0.584361,0.000003,6.122873,6.122835,0.000037,0.048581,0.048568,0.000013,1
5963,69.2843,63.0486,1.0989,0.9100,0.1497,0.0281,0.315752,0.316012,0.000260,0.807154,0.813966,0.006813,7.341839,7.181207,0.160632,0.032350,0.031631,0.000719,1
5964,57.9717,78.6290,0.7373,1.3563,0.2201,0.0250,0.165833,0.300000,0.134167,0.000070,0.000000,0.000070,0.007695,0.000000,0.007695,0.000063,0.000000,0.000063,0
5965,34.3925,28.4971,1.2069,0.8286,0.2408,0.0383,0.351007,0.354404,0.003397,0.890918,0.888089,0.002829,3.154301,3.215804,0.061502,0.031553,0.031872,0.000319,0
5966,31.7411,35.6516,0.8903,1.1232,0.8110,0.0249,0.414327,0.414323,0.000004,0.471824,0.471981,0.000157,11.374867,11.375169,0.000302,0.033602,0.033603,0.000001,1
5967,39.6387,47.1201,0.8412,1.1887,0.5720,0.0231,0.410836,0.410837,0.000001,0.359940,0.360662,0.000722,11.214544,11.222129,0.007585,0.030375,0.030373,0.000002,0
5968,64.8146,85.7239,0.7561,1.3226,0.1312,0.0567,0.516698,0.550362,0.033664,0.086812,0.122663,0.035851,3.711181,4.771945,1.060764,0.013033,0.012643,0.000389,0
5969,58.7646,58.9328,0.9971,1.0029,0.3953,0.0510,0.526037,0.526190,0.000153,0.586179,0.586172,0.000007,14.394854,14.394794,0.000061,0.020045,0.020040,0.000005,1
5970,61.7878,73.6503,0.8389,1.1920,0.5036,0.0570,0.437204,0.437420,0.000217,0.375090,0.363352,0.011738,16.628566,16.456474,0.172092,0.019781,0.019570,0.000211,0
5971,25.3945,29.1697,0.8706,1.1487,1.1046,0.0444,0.206777,0.206791,0.000015,0.380681,0.381152,0.000471,10.167599,10.171295,0.003696,0.069031,0.069033,0.000002,1
5972,62.7491,71.1005,0.8825,1.1331,0.3260,0.0562,0.386775,0.386892,0.000117,0.354778,0.345744,0.009034,13.334864,13.210174,0.124690,0.026861,0.026582,0.000280,1
