tick,S,K,moneyness_SK,moneyness_KS,T,r,true_iv,fpga_iv,abs_err,true_delta,fpga_delta,delta_err,true_vega,fpga_vega,vega_err,true_gamma,fpga_gamma,gamma_err,is_liquid
2940,76.8505,101.9365,0.7539,1.3264,0.3225,0.0250,0.236306,0.319452,0.083145,0.023971,0.152618,0.128647,2.462180,10.294496,7.832316,0.005471,0.009493,0.004022,0
2941,60.3797,64.3757,0.9379,1.0662,0.9342,0.0257,0.471958,0.472057,0.000099,0.555761,0.555751,0.000010,23.053985,23.053965,0.000020,0.014343,0.014344,0.000001,1
2942,57.1422,45.9103,1.2446,0.8034,0.1344,0.0350,0.456394,0.472172,0.015778,0.922201,0.913154,0.009047,3.048698,3.322780,0.274082,0.015227,0.015966,0.000739,0
2943,55.9593,61.9151,0.9038,1.1064,0.3963,0.0215,0.381416,0.381411,0.000005,0.395223,0.395395,0.000172,13.566371,13.567844,0.001472,0.028661,0.028662,0.000001,1
2944,73.2871,87.0318,0.8421,1.1875,1.4057,0.0249,0.434579,0.436053,0.001474,0.496789,0.464453,0.032337,34.663894,34.527240,0.136654,0.010564,0.010488,0.000076,0
2945,44.6229,49.7525,0.8969,1.1150,1.0465,0.0452,0.298869,0.298883,0.000013,0.480727,0.481135,0.000408,18.190349,18.191236,0.000887,0.029207,0.029157,0.000050,1
2946,31.4866,33.5812,0.9376,1.0665,1.3176,0.0267,0.422897,0.422984,0.000088,0.572368,0.572362,0.000006,14.180861,14.180809,0.000052,0.025670,0.025671,0.000001,1
2947,30.8933,27.0087,1.1438,0.8743,1.1317,0.0417,0.464805,0.464823,0.000019,0.730576,0.730503,0.000073,10.855157,10.856391,0.001234,0.021622,0.021666,0.000044,1
2948,28.2931,22.3033,1.2686,0.7883,1.0568,0.0204,0.488609,0.488623,0.000014,0.778669,0.777989,0.000680,8.641854,8.656857,0.015003,0.020907,0.020942,0.000036,0
2949,76.6985,62.0683,1.2357,0.8093,0.8367,0.0335,0.490355,0.490725,0.000371,0.775936,0.786979,0.011043,20.991059,20.388644,0.602415,0.008697,0.008441,0.000256,0
2950,71.1704,78.1840,0.9103,1.0985,1.0463,0.0527,0.476890,0.477251,0.000361,0.565250,0.552719,0.012531,28.653318,28.788578,0.135260,0.011337,0.011382,0.000045,1
2951,56.7980,45.0501,1.2608,0.7932,0.7694,0.0338,0.428695,0.428770,0.000075,0.808770,0.807957,0.000813,13.573133,13.608482,0.035349,0.012756,0.012786,0.000030,0
2952,39.1314,36.0936,1.0842,0.9224,0.8282,0.0373,0.264176,0.264183,0.000007,0.720678,0.720598,0.000081,11.973492,11.974914,0.001422,0.035740,0.035743,0.000003,1
2953,20.3827,19.3259,1.0547,0.9482,0.4220,0.0594,0.407723,0.407723,0.000000,0.665729,0.665591,0.000138,4.819626,4.820328,0.000702,0.067426,0.067317,0.000109,1
2954,30.1425,37.1318,0.8118,1.2319,0.1025,0.0282,0.306304,0.392860,0.086557,0.020269,0.099565,0.079296,0.472516,1.690945,1.218429,0.016568,0.038673,0.022105,0
2955,31.7869,43.2331,0.7352,1.3601,1.4415,0.0365,0.256229,0.256411,0.000183,0.249805,0.252549,0.002743,12.122497,12.192452,0.069955,0.032484,0.032646,0.000162,0
2956,45.8003,36.8751,1.2420,0.8051,1.0341,0.0452,0.174329,0.187988,0.013659,0.942373,0.927521,0.014853,5.375093,6.468910,1.093816,0.014214,0.015917,0.001703,0
2957,63.6811,71.1077,0.8956,1.1166,1.0027,0.0308,0.303520,0.303574,0.000054,0.456502,0.449076,0.007426,25.287637,25.231366,0.056271,0.020490,0.020441,0.000049,1
2958,57.4096,40.6846,1.4111,0.7087,0.7888,0.0481,0.490172,0.490905,0.000733,0.863437,0.861346,0.002091,11.158246,11.277700,0.119454,0.008756,0.008834,0.000078,0
2959,42.2059,44.7972,0.9422,1.0614,1.0797,0.0428,0.285832,0.285941,0.000110,0.541184,0.541213,0.000029,17.402906,17.402724,0.000182,0.031655,0.031644,0.000011,1
2960,48.2723,51.1062,0.9445,1.0587,0.5154,0.0228,0.275028,0.275025,0.000003,0.448058,0.448106,0.000048,13.707895,13.708058,0.000163,0.041502,0.041503,0.000001,1
2961,53.2255,54.2147,0.9818,1.0186,1.2386,0.0296,0.503771,0.503861,0.000090,0.622846,0.622846,0.000000,22.502302,22.502039,0.000263,0.012730,0.012727,0.000002,1
2962,42.5025,45.7703,0.9286,1.0769,1.4283,0.0239,0.455673,0.455756,0.000083,0.578875,0.578849,0.000026,19.866815,19.866938,0.000123,0.016898,0.016902,0.000004,1
2963,29.4357,22.7198,1.2956,0.7718,0.7966,0.0322,0.290727,0.292753,0.002026,0.890020,0.886252,0.003768,4.939323,5.064193,0.124870,0.024616,0.024914,0.000298,0
2964,78.1890,100.8423,0.7754,1.2897,0.8483,0.0424,0.386775,0.400066,0.013292,0.331701,0.248776,0.082925,26.134280,22.825008,3.309272,0.013028,0.010996,0.002032,0
2965,47.0876,54.9117,0.8575,1.1662,0.2891,0.0366,0.525390,0.525389,0.000001,0.357372,0.357834,0.000462,9.447235,9.451372,0.004137,0.028056,0.028062,0.000007,1
2966,50.1437,43.3565,1.1565,0.8646,1.1919,0.0346,0.192286,0.192514,0.000228,0.839939,0.839353,0.000586,13.323417,13.356513,0.033096,0.023119,0.023150,0.000030,0
2967,46.0549,38.0787,1.2095,0.8268,0.2263,0.0349,0.399947,0.401601,0.001655,0.872047,0.870317,0.001730,4.584380,4.629231,0.044851,0.023876,0.024000,0.000124,0
2968,61.9269,47.6352,1.3000,0.7692,0.3396,0.0289,0.354376,0.365927,0.011550,0.922370,0.914695,0.007675,5.244601,5.650933,0.406331,0.011362,0.011877,0.000515,0
2969,25.3670,21.4760,1.1812,0.8466,0.3857,0.0557,0.191285,0.211417,0.020132,0.949697,0.927716,0.021981,1.632587,2.183735,0.551148,0.034391,0.041037,0.006646,0
2970,35.9453,25.8091,1.3927,0.7180,0.9485,0.0590,0.535461,0.535785,0.000324,0.842151,0.840618,0.001533,8.442301,8.496810,0.054510,0.012866,0.012941,0.000075,0
2971,75.6896,57.8804,1.3077,0.7647,0.6463,0.0493,0.423153,0.424032,0.000879,0.853656,0.859861,0.006205,13.955536,13.556569,0.398967,0.008907,0.008636,0.000270,0
2972,41.9349,53.4331,0.7848,1.2742,0.2531,0.0319,0.157544,0.300000,0.142456,0.001774,0.000000,0.001774,0.119952,0.000000,0.119952,0.001711,0.000000,0.001711,0
2973,27.9214,20.6449,1.3525,0.7394,1.1057,0.0300,0.205641,0.225933,0.020292,0.951307,0.932122,0.019186,2.964718,3.886500,0.921783,0.016724,0.019862,0.003138,0
2974,45.0569,33.1617,1.3587,0.7360,0.5282,0.0553,0.232144,0.317092,0.084949,0.980979,0.945151,0.035828,1.519318,3.729078,2.209760,0.006103,0.011777,0.005673,0
2975,40.9644,36.3096,1.1282,0.8864,1.3954,0.0540,0.341864,0.341966,0.000102,0.754019,0.753863,0.000155,15.244623,15.249453,0.004830,0.019044,0.019044,0.000000,1
2976,53.1504,53.1334,1.0003,0.9997,0.2103,0.0246,0.184828,0.184824,0.000003,0.542646,0.542626,0.000019,9.668621,9.668642,0.000021,0.088045,0.088047,0.000001,1
2977,38.6187,42.6580,0.9053,1.1046,0.6160,0.0400,0.251737,0.251736,0.000001,0.389686,0.389878,0.000192,11.626728,11.628235,0.001506,0.050273,0.050275,0.000002,1
2978,25.6069,20.1666,1.2698,0.7875,0.4967,0.0540,0.201173,0.260349,0.059176,0.974082,0.942724,0.031358,1.087104,2.115812,1.028708,0.016591,0.026669,0.010078,0
2979,53.9158,50.0435,1.0774,0.9282,1.0095,0.0556,0.529699,0.529829,0.000130,0.695535,0.695499,0.000036,18.960334,18.960962,0.000628,0.012198,0.012195,0.000003,1
2980,61.4270,61.5307,0.9983,1.0017,1.0103,0.0268,0.183168,0.183170,0.000002,0.590884,0.590865,0.000019,23.989970,23.990038,0.000069,0.034356,0.034354,0.000002,1
2981,45.4909,37.0759,1.2270,0.8150,0.2550,0.0558,0.475095,0.475734,0.000639,0.848932,0.847840,0.001092,5.381541,5.408135,0.026595,0.021464,0.021535,0.000070,0
2982,38.8311,36.6818,1.0586,0.9446,0.4310,0.0305,0.400423,0.400418,0.000004,0.654681,0.654590,0.000092,9.395768,9.396553,0.000785,0.036106,0.036070,0.000036,1
2983,33.2243,43.0638,0.7715,1.2962,1.1934,0.0530,0.463865,0.463895,0.000031,0.446849,0.448033,0.001184,14.350707,14.356326,0.005619,0.023486,0.023491,0.000006,0
2984,40.8289,48.1486,0.8480,1.1793,0.2106,0.0492,0.395955,0.396215,0.000260,0.223743,0.224556,0.000813,5.601806,5.613248,0.011442,0.040295,0.040351,0.000056,0
2985,76.1675,57.4226,1.3264,0.7539,1.1229,0.0548,0.414107,0.414616,0.000509,0.842180,0.847628,0.005448,19.462118,19.018576,0.443542,0.007215,0.007045,0.000170,0
2986,57.7465,52.8996,1.0916,0.9161,0.3920,0.0241,0.513524,0.513518,0.000007,0.678257,0.678109,0.000149,12.958568,12.960825,0.002257,0.019305,0.019281,0.000024,1
2987,62.6795,47.4763,1.3202,0.7574,1.2453,0.0206,0.490721,0.490754,0.000033,0.796181,0.795235,0.000946,19.804952,19.859429,0.054477,0.008249,0.008271,0.000022,0
2988,56.6717,54.1680,1.0462,0.9558,0.1148,0.0534,0.201613,0.201649,0.000037,0.783894,0.783515,0.000378,5.626826,5.632436,0.005610,0.075707,0.075664,0.000043,1
2989,37.9412,28.4393,1.3341,0.7496,0.2469,0.0548,0.440976,0.461230,0.020254,0.931479,0.921280,0.010199,2.489952,2.782562,0.292610,0.015887,0.017005,0.001118,0
2990,76.2664,92.7449,0.8223,1.2161,0.3874,0.0291,0.268754,0.293733,0.024979,0.154266,0.103809,0.050457,11.276163,8.572715,2.703448,0.018619,0.013024,0.005595,0
2991,75.2153,70.4398,1.0678,0.9365,0.6561,0.0303,0.207570,0.207868,0.000298,0.723178,0.740662,0.017484,20.394464,19.735008,0.659455,0.026472,0.025587,0.000885,1
2992,71.1631,90.2939,0.7881,1.2688,0.9093,0.0254,0.165748,0.245923,0.080176,0.100035,0.061202,0.038834,11.912047,8.334149,3.577898,0.015608,0.010404,0.005203,0
2993,61.8830,78.5680,0.7876,1.2696,0.1927,0.0355,0.175184,0.300000,0.124816,0.001456,0.000000,0.001456,0.129046,0.000000,0.129046,0.000998,0.000000,0.000998,0
2994,20.6006,15.4986,1.3292,0.7523,0.3189,0.0441,0.202321,0.319330,0.117009,0.996219,0.931053,0.065166,0.131036,1.557615,1.426579,0.004786,0.030619,0.025833,0
2995,56.9097,57.6185,0.9877,1.0125,0.2994,0.0543,0.423544,0.423721,0.000178,0.552749,0.552747,0.000002,12.313284,12.313243,0.000041,0.029985,0.029973,0.000013,1
2996,58.5504,77.7128,0.7534,1.3273,1.3934,0.0377,0.418844,0.419089,0.000245,0.413279,0.400682,0.012597,26.918539,26.713405,0.205133,0.013454,0.013344,0.000110,0
2997,40.3180,46.1990,0.8727,1.1459,0.4886,0.0585,0.532226,0.532224,0.000002,0.458895,0.459138,0.000243,11.183271,11.183944,0.000673,0.026456,0.026458,0.000002,1
2998,64.8769,82.2582,0.7887,1.2679,0.8062,0.0465,0.278727,0.281506,0.002779,0.250263,0.212178,0.038085,18.521670,16.890106,1.631564,0.019583,0.017666,0.001917,0
2999,75.3288,102.8116,0.7327,1.3648,0.3322,0.0507,0.261710,0.300000,0.038290,0.030400,0.000000,0.030400,2.986849,0.000000,2.986849,0.006054,0.000000,0.006054,0
3000,26.6396,19.8804,1.3400,0.7463,1.0471,0.0375,0.472324,0.472455,0.000131,0.823421,0.822224,0.001197,7.067149,7.097585,0.030435,0.020134,0.020213,0.000079,0
3001,77.1178,88.8791,0.8677,1.1525,0.1324,0.0374,0.269901,0.286293,0.016392,0.089178,0.151801,0.062623,4.525590,6.595411,2.069820,0.021297,0.018915,0.002382,1
3002,62.7509,45.2273,1.3875,0.7207,0.3834,0.0376,0.380671,0.406025,0.025354,0.941585,0.927864,0.013722,4.532595,5.378276,0.845681,0.007886,0.008792,0.000906,0
3003,66.5688,64.1967,1.0370,0.9644,0.6254,0.0308,0.365253,0.365251,0.000002,0.631848,0.632845,0.000997,19.843590,19.825579,0.018011,0.019605,0.019584,0.000021,1
3004,51.5427,62.7905,0.8209,1.2182,0.6791,0.0358,0.185426,0.187011,0.001585,0.145411,0.148851,0.003440,9.699226,9.854154,0.154928,0.028995,0.029205,0.000211,0
3005,60.1013,72.6531,0.8272,1.2088,0.5496,0.0295,0.494847,0.494923,0.000076,0.386163,0.379491,0.006672,17.047395,16.958584,0.088812,0.017351,0.017259,0.000092,0
3006,77.0153,56.7044,1.3582,0.7363,0.6606,0.0456,0.480967,0.481880,0.000913,0.854446,0.860530,0.006084,14.303762,13.900281,0.403481,0.007590,0.007365,0.000225,0
3007,65.3951,62.5046,1.0462,0.9558,0.4416,0.0324,0.169935,0.169935,0.000000,0.720250,0.720200,0.000050,14.622193,14.623150,0.000957,0.045564,0.045563,0.000001,1
3008,42.5428,35.2984,1.2052,0.8297,0.9993,0.0348,0.195338,0.197132,0.001794,0.891015,0.888265,0.002750,7.943523,8.094540,0.151017,0.022485,0.022697,0.000212,0
3009,74.9937,77.1534,0.9720,1.0288,0.4715,0.0593,0.391633,0.391856,0.000223,0.552865,0.544995,0.007869,20.362056,20.411815,0.049759,0.019609,0.019646,0.000038,1
3010,58.9679,65.8246,0.8958,1.1163,0.9434,0.0315,0.508995,0.509095,0.000099,0.533765,0.533798,0.000033,22.767039,22.766833,0.000207,0.013636,0.013639,0.000003,1
3011,32.8306,43.6497,0.7521,1.3295,0.3805,0.0576,0.205531,0.312711,0.107180,0.022200,0.065341,0.043141,1.071031,2.607302,1.536272,0.012706,0.024311,0.011605,0
3012,63.9650,69.3434,0.9224,1.0841,0.5604,0.0497,0.323077,0.323107,0.000030,0.461033,0.455647,0.005387,19.011310,18.984264,0.027045,0.025665,0.025626,0.000039,1
3013,50.2554,54.7270,0.9183,1.0890,0.1014,0.0269,0.437167,0.437173,0.000006,0.300460,0.300184,0.000275,5.568259,5.565844,0.002415,0.049731,0.049800,0.000069,1
3014,59.4751,55.8680,1.0646,0.9394,0.9066,0.0248,0.524194,0.524293,0.000099,0.662734,0.662709,0.000026,20.684964,20.685234,0.000270,0.012305,0.012303,0.000002,1
3015,25.5959,26.3401,0.9717,1.0291,0.5091,0.0583,0.188661,0.188805,0.000145,0.529867,0.529708,0.000159,7.265754,7.265961,0.000207,0.115457,0.116174,0.000717,1
3016,30.9061,25.9001,1.1933,0.8380,0.8111,0.0399,0.267679,0.267927,0.000247,0.838327,0.837579,0.000748,6.818695,6.839799,0.021103,0.032878,0.032941,0.000062,0
3017,52.2074,59.3688,0.8794,1.1372,0.4395,0.0305,0.362531,0.362529,0.000002,0.359812,0.360389,0.000576,12.945551,12.952515,0.006964,0.029812,0.029790,0.000022,1
3018,43.5884,40.8330,1.0675,0.9368,1.2135,0.0358,0.409078,0.409088,0.000010,0.679573,0.679544,0.000029,17.180668,17.181006,0.000338,0.018216,0.018233,0.000017,1
3019,41.7481,41.3735,1.0091,0.9910,0.4969,0.0294,0.269474,0.269471,0.000003,0.586831,0.586807,0.000025,11.461431,11.461497,0.000066,0.049109,0.049083,0.000026,1
3020,25.7021,18.3225,1.4028,0.7129,0.1053,0.0281,0.301201,0.743402,0.442201,0.999801,0.949044,0.050757,0.006298,0.909410,0.903112,0.000300,0.020441,0.020141,0
3021,39.7833,32.3476,1.2299,0.8131,1.1323,0.0560,0.525207,0.525278,0.000072,0.777279,0.776778,0.000501,12.623277,12.639205,0.015928,0.013411,0.013407,0.000004,0
3022,30.5948,23.8177,1.2845,0.7785,1.0756,0.0293,0.494285,0.494316,0.000031,0.789965,0.789207,0.000757,9.145609,9.164829,0.019221,0.018378,0.018415,0.000037,0
3023,46.9027,40.5531,1.1566,0.8646,1.2733,0.0520,0.194838,0.195386,0.000548,0.858355,0.857445,0.000910,11.873873,11.928181,0.054308,0.021756,0.021796,0.000040,0
3024,52.0225,67.0469,0.7759,1.2888,1.2108,0.0216,0.276933,0.277009,0.000076,0.276055,0.277645,0.001591,19.136495,19.190007,0.053512,0.021088,0.021141,0.000053,0
3025,78.3264,78.5941,0.9966,1.0034,0.9185,0.0436,0.353790,0.353904,0.000114,0.609296,0.608411,0.000885,28.816282,28.834334,0.018051,0.014454,0.014460,0.000006,1
3026,51.3651,69.5036,0.7390,1.3531,0.8464,0.0279,0.328155,0.328696,0.000541,0.219860,0.222659,0.002799,13.986866,14.088187,0.101321,0.019087,0.019193,0.000106,0
3027,55.4302,44.7645,1.2383,0.8076,1.4278,0.0269,0.150354,0.158002,0.007648,0.932253,0.920557,0.011697,8.671553,9.842017,1.170464,0.013147,0.014135,0.000988,0
3028,53.4452,61.0322,0.8757,1.1420,0.1611,0.0524,0.263480,0.266517,0.003036,0.130822,0.135070,0.004248,4.557744,4.660654,0.102911,0.037592,0.037903,0.000311,1
3029,61.7640,43.4010,1.4231,0.7027,1.2374,0.0436,0.527966,0.528207,0.000241,0.838017,0.836296,0.001721,16.851810,16.969311,0.117501,0.006762,0.006799,0.000037,0
3030,44.8793,34.8718,1.2870,0.7770,0.2427,0.0286,0.203334,0.316365,0.113031,0.995831,0.928026,0.067805,0.271795,3.055183,2.783388,0.002734,0.016533,0.013798,0
3031,50.9751,61.4412,0.8297,1.2053,0.4697,0.0598,0.443808,0.443814,0.000006,0.355828,0.356542,0.000714,13.016467,13.025480,0.009013,0.024032,0.024046,0.000013,0
3032,33.4129,37.8870,0.8819,1.1339,0.5953,0.0337,0.317009,0.317007,0.000002,0.378534,0.378886,0.000352,9.804415,9.807102,0.002686,0.046534,0.046529,0.000005,1
3033,62.5770,81.5065,0.7678,1.3025,0.2703,0.0323,0.156018,0.300000,0.143982,0.000935,0.000000,0.000935,0.103019,0.000000,0.103019,0.000624,0.000000,0.000624,0
3034,25.8248,31.4118,0.8221,1.2163,0.2878,0.0422,0.252945,0.263052,0.010107,0.099243,0.108737,0.009494,2.417847,2.586343,0.168495,0.049805,0.051564,0.001760,0
3035,40.7007,49.2512,0.8264,1.2101,0.7682,0.0406,0.192494,0.192819,0.000325,0.194602,0.196239,0.001637,9.823088,9.873183,0.050095,0.040101,0.040210,0.000109,0
3036,23.4187,16.6807,1.4039,0.7123,0.4277,0.0272,0.304411,0.359218,0.054806,0.968711,0.936996,0.031714,1.079061,1.920564,0.841503,0.015112,0.022177,0.007065,0
3037,58.9001,69.4974,0.8475,1.1799,0.3832,0.0585,0.412703,0.412709,0.000006,0.332860,0.332760,0.000100,13.250288,13.248495,0.001794,0.024149,0.024138,0.000011,0
3038,45.0990,56.6595,0.7960,1.2563,0.9694,0.0583,0.528735,0.528756,0.000021,0.472338,0.473122,0.000784,17.672164,17.674526,0.002362,0.016951,0.016953,0.000001,0
3039,27.6028,23.3866,1.1803,0.8473,0.6895,0.0564,0.177064,0.186025,0.008961,0.928570,0.919258,0.009311,3.125734,3.446782,0.321049,0.033602,0.035570,0.001968,0
3040,36.3207,37.5071,0.9684,1.0327,0.5927,0.0583,0.489647,0.489779,0.000133,0.577255,0.577259,0.000003,10.945231,10.945135,0.000096,0.028590,0.028582,0.000008,1
3041,38.1536,34.6521,1.1010,0.9082,0.8389,0.0540,0.299504,0.299534,0.000030,0.743168,0.743051,0.000117,11.263049,11.265480,0.002431,0.030796,0.030798,0.000003,1
3042,35.1341,24.6915,1.4229,0.7028,1.3070,0.0449,0.473777,0.474136,0.000359,0.848586,0.846657,0.001929,9.424124,9.504927,0.080804,0.012329,0.012405,0.000076,0
3043,75.2922,96.7893,0.7779,1.2855,0.1515,0.0202,0.424081,0.547905,0.123825,0.077746,0.075754,0.001992,4.263890,4.205326,0.058564,0.011705,0.008901,0.002804,0
3044,51.6288,70.2343,0.7351,1.3604,0.9077,0.0362,0.195900,0.209965,0.014065,0.083837,0.103195,0.019359,7.575371,8.845170,1.269800,0.015983,0.017464,0.001481,0
3045,66.5725,83.9331,0.7932,1.2608,0.1479,0.0562,0.390315,0.416652,0.026337,0.078776,0.127970,0.049194,3.761970,5.359604,1.597634,0.014705,0.014863,0.000159,0
3046,21.9007,20.7951,1.0532,0.9495,0.8217,0.0272,0.402205,0.402202,0.000003,0.650155,0.650128,0.000027,7.352076,7.352174,0.000098,0.046381,0.046389,0.000008,1
3047,69.6176,70.8371,0.9828,1.0175,1.3135,0.0370,0.480137,0.480238,0.000101,0.630018,0.628858,0.001160,30.125263,30.155460,0.030198,0.009856,0.009863,0.000008,1
3048,49.6896,37.8749,1.3119,0.7622,0.5984,0.0334,0.456052,0.456381,0.000330,0.842001,0.840676,0.001325,9.275603,9.327457,0.051854,0.013766,0.013832,0.000066,0
3049,64.0089,65.9520,0.9705,1.0304,0.9275,0.0574,0.224551,0.224686,0.000135,0.585503,0.584663,0.000839,24.025405,24.036334,0.010929,0.028156,0.028152,0.000005,1
3050,75.4552,90.2802,0.8358,1.1965,0.7025,0.0329,0.198524,0.208777,0.010253,0.196049,0.134515,0.061534,17.493282,13.701704,3.791578,0.022032,0.016435,0.005597,0
3051,71.4927,53.5133,1.3360,0.7485,0.4204,0.0479,0.539880,0.540568,0.000688,0.855427,0.853705,0.001722,10.544867,10.631193,0.086326,0.009089,0.009146,0.000057,0
3052,21.5802,29.0750,0.7422,1.3473,0.7299,0.0429,0.363813,0.364141,0.000328,0.241036,0.243888,0.002852,5.744863,5.781455,0.036592,0.046456,0.046658,0.000201,0
3053,73.3805,98.0424,0.7485,1.3361,1.0357,0.0292,0.410604,0.420461,0.009858,0.340135,0.268817,0.071318,27.366680,24.636853,2.729827,0.011952,0.010512,0.001439,0
3054,60.9235,58.0433,1.0496,0.9527,0.8630,0.0293,0.248880,0.248881,0.000001,0.668004,0.667973,0.000031,20.545242,20.545658,0.000417,0.025773,0.025773,0.000000,1
3055,25.3139,18.7142,1.3527,0.7393,1.1203,0.0334,0.190309,0.220725,0.030416,0.962945,0.937525,0.025420,2.169294,3.339465,1.170171,0.015879,0.021174,0.005295,0
3056,31.6495,40.0612,0.7900,1.2658,0.8872,0.0270,0.238369,0.238788,0.000419,0.203055,0.204970,0.001915,8.422034,8.469189,0.047155,0.039758,0.039910,0.000152,0
3057,44.1487,45.8756,0.9624,1.0391,0.2512,0.0552,0.301787,0.301784,0.000003,0.465599,0.465695,0.000096,8.794781,8.794945,0.000164,0.059519,0.059480,0.000039,1
3058,61.7988,43.8123,1.4105,0.7090,0.9821,0.0390,0.216848,0.263897,0.047049,0.970375,0.941630,0.028745,4.123777,7.274486,3.150709,0.005070,0.007534,0.002463,0
3059,77.3376,100.5702,0.7690,1.3004,0.4728,0.0377,0.534179,0.552038,0.017859,0.314587,0.235761,0.078827,18.880631,16.370845,2.509786,0.012498,0.010491,0.002007,0
3060,79.5276,81.5850,0.9748,1.0259,1.3491,0.0566,0.514525,0.514707,0.000182,0.649435,0.645351,0.004085,34.234954,34.377195,0.142241,0.007798,0.007827,0.000029,1
3061,39.1900,44.6696,0.8773,1.1398,0.6668,0.0423,0.307598,0.307598,0.000000,0.388503,0.388848,0.000345,12.264949,12.267936,0.002986,0.038934,0.038936,0.000001,1
3062,37.3992,26.6860,1.4015,0.7135,0.3221,0.0408,0.276371,0.384808,0.108437,0.989667,0.936783,0.052884,0.582117,2.668110,2.085993,0.004675,0.013906,0.009231,0
3063,28.3828,39.3042,0.7221,1.3848,0.3697,0.0552,0.454550,0.457973,0.003423,0.167073,0.171908,0.004835,4.318771,4.398768,0.079997,0.031899,0.032262,0.000362,0
3064,78.5076,65.7797,1.1935,0.8379,0.2997,0.0348,0.271329,0.285315,0.013985,0.909094,0.919568,0.010473,7.031965,6.445331,0.586635,0.014028,0.012173,0.001855,0
3065,64.4392,88.7612,0.7260,1.3774,0.6645,0.0218,0.502477,0.508040,0.005563,0.294019,0.249808,0.044211,18.095778,16.684673,1.411106,0.013053,0.011897,0.001155,0
3066,66.3985,62.2027,1.0675,0.9368,0.2187,0.0410,0.414107,0.414102,0.000005,0.684435,0.684941,0.000506,11.039986,11.032229,0.007757,0.027645,0.027626,0.000019,1
3067,75.2721,80.9533,0.9298,1.0755,1.1831,0.0393,0.383515,0.383898,0.000382,0.557903,0.542755,0.015147,32.318281,32.475062,0.156781,0.012571,0.012626,0.000055,1
3068,57.1899,76.8990,0.7437,1.3446,0.1201,0.0429,0.311467,0.049662,0.261806,0.004122,0.000000,0.004122,0.241194,-22.646708,22.887902,0.001972,1.955923,1.953951,0
3069,70.6833,92.2401,0.7663,1.3050,1.2427,0.0325,0.194850,0.207819,0.012969,0.175966,0.122072,0.053894,20.382180,15.962516,4.419663,0.016849,0.012392,0.004456,0
3070,38.2690,28.9883,1.3202,0.7575,1.2363,0.0423,0.413826,0.413996,0.000170,0.828247,0.827153,0.001094,10.838379,10.882847,0.044468,0.014466,0.014517,0.000052,0
3071,45.3206,36.9468,1.2266,0.8152,0.9623,0.0367,0.337176,0.337266,0.000090,0.813205,0.812547,0.000657,11.938426,11.964514,0.026088,0.017914,0.017947,0.000033,0
3072,61.2165,51.8986,1.1795,0.8478,1.1047,0.0437,0.303777,0.303845,0.000069,0.796195,0.795808,0.000387,18.217551,18.237983,0.020433,0.014486,0.014499,0.000013,0
3073,46.8844,45.0304,1.0412,0.9605,0.7629,0.0358,0.518822,0.518934,0.000111,0.646475,0.646442,0.000033,15.222974,15.223258,0.000285,0.017497,0.017504,0.000007,1
3074,24.5540,18.5752,1.3219,0.7565,0.2810,0.0563,0.535461,0.537887,0.002426,0.881152,0.878817,0.002334,2.585993,2.623323,0.037329,0.028508,0.028791,0.000283,0
3075,58.3251,62.7086,0.9301,1.0752,0.3981,0.0267,0.379548,0.379544,0.000004,0.444930,0.444999,0.000070,14.541089,14.541379,0.000290,0.028290,0.028291,0.000001,1
